imdb_id,title,soup
tt0056663,Vivre Sa Vie,pari philosophi prostitut pimp femaleprotagonist prostitut freewil pinballmachin ruleoflaw annakarina sadyrebbot andrés.labarthe jean-lucgodard jean-lucgodard jean-lucgodard drama
tt0100935,Wild at Heart,prison sex witch hotelroom texa lossoffath carjourney neworlean hitman fairi murder carcrash escap motherdaughterrelationship pistol violenc killer bankrobberi car hoodlum nicolascage lauradern willemdafoe davidlynch davidlynch davidlynch comedy crime thriller
tt0100944,The Witches,witch chocol mous grandmothergrandsonrelationship bald anjelicahuston maizetterling jasenfisher nicolasroeg nicolasroeg nicolasroeg adventure fantasy horror
tt0094332,The Witches of Eastwick,witch newengland jacknicholson cher susansarandon georgemiller georgemiller georgemiller fantasy horror comedy
tt0119807,Nothing to Lose,rapmus infidel securitycamera loss crook sociopath reveng artifact fword racism crimin ontheroad desert securityguard shoplift screwbal recklessdriv roadmovi buddycomedi unlikelyfriendship advertisingexecut aftercreditssting timrobbins martinlawrence johnc.mcginley steveoedekerk steveoedekerk steveoedekerk action adventure comedy
tt0027630,Follow the Fleet,danc navi music sailor fredastaire gingerrogers randolphscott marksandrich marksandrich marksandrich comedy music romance
tt0059903,What's New Pussycat?,journalist ladykil gigolo sextherapi fashionjourn petersellers petero'toole romyschneider clivedonner clivedonner clivedonner comedy romance
tt0028333,Swing Time,music ballroomdanc fredastaire gingerrogers victormoore georgestevens georgestevens georgestevens comedy music romance
tt0022286,The Public Enemy,bestfriend gangster grapefruit jamescagney jeanharlow edwardwoods williama.wellman williama.wellman williama.wellman drama action crime
tt0039566,Life with Father,family'sdailylif broker williampowell irenedunne elizabethtaylor michaelcurtiz michaelcurtiz michaelcurtiz comedy family
tt0037120,National Velvet,england humananimalrelationship hors afi mickeyrooney donaldcrisp elizabethtaylor clarencebrown clarencebrown clarencebrown drama family
tt0070239,Jesus Christ Superstar,israel danc jesuschrist crucifixion music juda rockopera tedneeley carlanderson yvonneelliman normanjewison normanjewison normanjewison drama history music
tt0031210,Dark Victory,braintumor bettedavis georgebrent humphreybogart edmundgoulding edmundgoulding edmundgoulding drama romance
tt0055798,Birdman of Alcatraz,usa prison rebel prison difficultchildhood bird alcatraz ornitholog biographi solitaryconfin warden burtlancaster karlmalden thelmaritter johnfrankenheimer johnfrankenheimer johnfrankenheimer drama
tt0068182,Aguirre: The Wrath of God,gold sentenc adventur goldrush peru amazon insan southamerica 16thcenturi conquest newgermancinema indigenouspeopl klauskinski helenarojo delnegro wernerherzog wernerherzog wernerherzog adventure drama history
tt0038348,Beauty and the Beast,underdog monster beauti rose daughter jeanmarais josetteday marcelandré jeancocteau jeancocteau jeancocteau drama fantasy romance
tt0004972,The Birth of a Nation,kukluxklan southernusa patriot armi silentfilm lilliangish maemarsh henryb.walthall d.w.griffith d.w.griffith d.w.griffith drama history war
tt0059229,Juliet of the Spirits,eccentr memori middleagedwoman psychic giuliettamasina sandramilo mariopisu federicofellini federicofellini federicofellini comedy drama fantasy
tt0054632,Last Year at Marienbad,hotel amnesia mysteri extramaritalaffair delphineseyrig giorgioalbertazzi sachapitoëff alainresnais alainresnais alainresnais drama romance
tt0067372,The Tragedy of Macbeth,scotland shakespear ambush showdown queen kingdom murder battlefield tragedi violenc combat guilt throne swordduel warrior jonfinch francescaannis martinshaw romanpolanski romanpolanski romanpolanski war drama history
tt0040724,Red River,texa danger kansa cattledr reveng cattl adoptedchild johnwayne montgomeryclift joannedru howardhawks howardhawks howardhawks western
tt0072417,A Woman Under the Influence,mentalbreakdown unfaith peterfalk genarowlands freddraper johncassavetes johncassavetes johncassavetes romance drama
tt0031971,Stagecoach,prostitut marriagepropos newmexico arizona infant fugit doctor desert stagecoach cowboy stranger streetshootout outlawgang drunkard clairetrevor johnwayne andydevine johnford johnford johnford adventure western
tt0058586,A Shot in the Dark,suspicionofmurd pinkpanth petersellers elkesommer georgesanders blakeedwards blakeedwards blakeedwards comedy crime
tt0015163,The Navigator,busterkeaton kathrynmcguire frederickvroom busterkeaton busterkeaton busterkeaton action comedy
tt0049096,The Court Jester,england witch sword hypnosi fool dannykaye glynisjohns basilrathbone melvinfrank melvinfrank melvinfrank action adventure comedy family
tt0062765,Bullitt,sanfrancisco hotel detect basedonnovel airport witnessprotect principalwitness politician suspens organizedcrim hospit burglari gunfight explos carchas gritti mobhit fordmustang stevemcqueen robertvaughn jacquelinebisset peteryates peteryates peteryates action crime drama thriller
tt0030287,Jezebel,southernusa self-destruct loveofone'slif neworlean louisiana femaleprotagonist epidem pride vaniti southernbell bettedavis henryfonda georgebrent williamwyler williamwyler williamwyler drama romance
tt0031455,The Hunchback of Notre Dame,pari franc prison gypsi basedonnovel cathedr murder bell tortur church disfigur bellring torment digniti charleslaughton cedrichardwicke thomasmitchell williamdieterle williamdieterle williamdieterle romance drama horror
tt0024034,42nd Street,philadelphia music stageshow director choruslin petdog broadway faint chorusgirl evict financialcrisi warnerbaxter bebedaniels georgebrent lloydbacon lloydbacon lloydbacon music comedy romance
tt0024166,I'm No Angel,romanticcomedi maewest carygrant gregoryratoff wesleyruggles wesleyruggles wesleyruggles comedy romance
tt0056575,That Touch of Mink,blond job travel fallinginlov richman carygrant dorisday gigyoung delbertmann delbertmann delbertmann comedy romance
tt0090110,Sweet Dreams,countrymus historicalfigur fame 1950s jessicalange edharris annwedgeworth karelreisz karelreisz karelreisz drama romance music
tt0069097,"Play It Again, Sam",date hallucin idol advic makeamatch date feet ghost neurot humphreybogart woodyallen dianekeaton tonyroberts herbertross herbertross herbertross comedy drama romance
tt0058571,Send Me No Flowers,hypochondriac rockhudson dorisday tonyrandall normanjewison normanjewison normanjewison comedy romance
tt0030637,Pygmalion,lesliehoward wendyhiller wilfridlawson lesliehoward lesliehoward lesliehoward drama comedy romance
tt0087892,A Passage to India,doctor india english magistr 1920s judydavis alecguinness peggyashcroft davidlean davidlean davidlean drama adventure history
tt0053146,Black Orpheus,brazil music samba trolley basedonmythsorfolklor brenomello marpessadawn marcelcamus marcelcamus marcelcamus marcelcamus drama fantasy music romance
tt0071129,Amarcord,sheik surreal bathtub brunozanin armandobrancia pupellamaggio federicofellini federicofellini federicofellini comedy drama
tt0299977,Hero,countrysid lossoflov rightandjustic jetli tonyleungchiu-wai maggiecheung zhangyimou zhangyimou zhangyimou drama adventure action history
tt0023027,Horse Feathers,professor colleg widow sport marxbroth grouchomarx harpomarx chicomarx normanz.mcleod normanz.mcleod normanz.mcleod comedy romance
tt0071524,The Front Page,chicago journalist newspap marriagepropos stress father-in-law newspaperman jacklemmon waltermatthau susansarandon billywilder billywilder billywilder romance drama comedy
tt0076327,Looking for Mr. Goodbar,dianekeaton tuesdayweld williamatherton richardbrooks richardbrooks richardbrooks drama thriller
tt0307385,Rivers and Tides,clay novascotiacanada andygoldsworthy thomasriedelsheimer thomasriedelsheimer thomasriedelsheimer documentary foreign
tt0087544,Nausicaä of the Valley of the Wind,savingtheworld humanvsnatur futur airplan post-apocalypt war toxic basedonmanga ecolog giantinsect duringcreditssting anim sumishimamoto ichirōnagai gorōnaya hayaomiyazaki hayaomiyazaki hayaomiyazaki adventure animation fantasy
tt0101745,Doc Hollywood,ambul newlov plasticsurgeri hospit doctor michaelj.fox juliewarner barnardhughes michaelcaton-jones michaelcaton-jones michaelcaton-jones comedy romance
tt0092925,Dragnet,molotowcocktail speechimpedi reverend homag danaykroyd tomhanks christopherplummer tommankiewicz tommankiewicz tommankiewicz action comedy crime
tt0078723,1941,submarin california worldwarii warship pearlharbor satir losangel anarchiccomedi danaykroyd nedbeatty johnbelushi stevenspielberg stevenspielberg stevenspielberg action comedy
tt0077578,Foul Play,detect murder conspiraci church cathol albino chevychase goldiehawn burgessmeredith colinhiggins colinhiggins colinhiggins comedy mystery thriller
tt0108656,Crime Story,hostag kidnap carchas jackiechan kentcheng lawkar-ying kirkwong kirkwong kirkwong thriller action crime drama
tt0140384,Blind Beast,eijifunakoshi makomidori norikosengoku yasuzômasumura yasuzômasumura yasuzômasumura horror drama
tt0066319,Ryan's Daughter,gun offic pub villag mute sarahmiles robertmitchum trevorhoward davidlean davidlean davidlean drama romance
tt0073582,Deep Red,murder giallo report crime psychic pianist english foreign proto-slash davidhemmings darianicolodi gabrielelavia darioargento darioargento darioargento horror mystery thriller
tt0046911,Diabolique,terror lover(female) plannedmurd wife swimmingpool suspens teacher surpriseend mistress privatedetect frenchnoir boys'boardingschool headmast simonesignoret véraclouzot paulmeurisse henri-georgesclouzot henri-georgesclouzot henri-georgesclouzot drama horror thriller
tt0107387,Leprechaun,daughter northdakota murder leprechaun warwickdavis jenniferaniston kenolandt markjones markjones markjones comedy horror thriller
tt0041090,Adam's Rib,wifehusbandrelationship marriag lawyer sing courtroom prosecutor grapefruit 1940s afi spencertracy katharinehepburn judyholliday georgecukor georgecukor georgecukor comedy drama romance
tt0060908,King of Hearts,asylum timebomb alanbates genevièvebujold pierrebrasseur philippedebroca philippedebroca philippedebroca comedy drama war
tt0102511,Naked Lunch,basedonnovel write hallucin independentfilm writer bug illegaldrug extermin lynchian peterweller judydavis ianholm davidcronenberg davidcronenberg davidcronenberg crime drama
tt0156096,Spring Forward,independentfilm nedbeatty lievschreiber campbellscott tomgilroy tomgilroy tomgilroy drama
tt0074749,The Killing of a Chinese Bookie,stripclub mobster bengazzara timothycarey seymourcassel johncassavetes johncassavetes johncassavetes thriller crime drama
tt0059084,Darling,itali journalist model juliechristie laurenceharvey dirkbogarde johnschlesinger johnschlesinger johnschlesinger drama romance
tt0053320,A Summer Place,businessman summer richardegan dorothymcguire sandradee delmerdaves delmerdaves delmerdaves drama romance
tt0026778,A Night at the Opera,opera marxbroth grouchomarx chicomarx harpomarx samwood samwood samwood comedy
tt0054389,Shoot the Piano Player,organizedcrim pianist frenchnoir charlesaznavour mariedubois nicoleberger françoistruffaut françoistruffaut françoistruffaut drama thriller crime
tt0062695,Stolen Kisses,individu pari shyness adulteri hotel detect lovesick job-hop hotelroom parentchildrelationship nightwatchman montmartr shoesel brothel amateurdetect repair students'mov armi secretlov extramaritalaffair eiffeltowerpari may68 jean-pierreléaud claudejade delphineseyrig françoistruffaut françoistruffaut françoistruffaut comedy drama romance
tt0318374,The Cooler,casino jinx badluck williamh.macy alecbaldwin mariabello waynekramer waynekramer waynekramer drama romance
tt0298845,In America,newyorkc paddyconsidine samanthamorton sarahbolger jimsheridan jimsheridan jimsheridan drama romance
tt0322589,Honey,newyork danc hip-hop dream danc blackmail harass career video teacher busi sabotag choreograph club harlem youthcent jessicaalba mekhiphifer joybryant billewoodruff billewoodruff billewoodruff romance music family
tt0325710,The Last Samurai,japan warcrim senseofguilt swordplay general samurai warveteran katana sword armsdeal homeland emperor languagebarri self-discoveri mountainvillag foreignlegion mercenari campaign insurg leader warstrategi lossofhusband slaughter soldier alcohol u.s.soldi japanesearmi 19thcenturi tomcruise kenwatanabe williamatherton edwardzwick edwardzwick edwardzwick drama action war history
tt0319061,Big Fish,circus fathersonrelationship witch fish fish loveofone'slif leech storytel apoplecticstrok mermaid cancer relationship youth ewanmcgregor albertfinney billycrudup timburton timburton timburton adventure fantasy drama
tt0337741,Something's Gotta Give,agediffer ladykil womandirector jacknicholson dianekeaton keanureeves nancymeyers nancymeyers nancymeyers drama comedy romance
tt0338466,Stuck on You,sex dancer martialart cook stripper love bulli hollywood twin flashback freak actor mattdamon gregkinnear evamendes bobbyfarrelly bobbyfarrelly bobbyfarrelly comedy
tt0335119,Girl with a Pearl Earring,painter biographi paint maid scarlettjohansson colinfirth cillianmurphy peterwebber peterwebber peterwebber drama romance
tt0340376,The Statement,michaelcaine tildaswinton jeremynortham normanjewison normanjewison normanjewison drama thriller
tt0167260,The Lord of the Rings: The Return of the King,elv orc middle-earth(tolkien) basedonnovel suspicion braveri war honor troll brutal violenc ghost quest swordandsorceri elijahwood ianmckellen viggomortensen peterjackson peterjackson peterjackson adventure fantasy action
tt0304415,Mona Lisa Smile,juliaroberts kirstendunst juliastiles mikenewell mikenewell mikenewell drama romance
tt0337909,Calendar Girls,femalenud england mannequin leukemia helenmirren juliewalters johnalderton nigelcole nigelcole nigelcole comedy
tt0317910,The Fog of War,vietnam polit war lesson secretaryofdefens cubanmissilecrisi autoindustri robertmcnamara errolmorris fidelcastro errolmorris errolmorris errolmorris war documentary history
tt0315983,House of Sand and Fog,sanfrancisco immigr hous intimid iranian jenniferconnelly benkingsley roneldard vadimperelman vadimperelman vadimperelman drama
tt0340855,Monster,femalenud prostitut rape sexualabus desper deathpenalti motel jobinterview basedontruestori murder betray serialkil poverti prostitut heartbreak mentalil womandirector charlizetheron christinaricci brucedern pattyjenkins pattyjenkins pattyjenkins crime drama
tt0349205,Cheaper by the Dozen,bigfamili newjob aspiringactor stevemartin bonniehunt piperperabo shawnlevy shawnlevy shawnlevy comedy
tt0159365,Cold Mountain,lossoflov lossoffamili desert lossoffath loveofone'slif judelaw nicolekidman renéezellweger anthonyminghella anthonyminghella anthonyminghella drama
tt0338337,Paycheck,propheci engin scientist millionair benaffleck aaroneckhart umathurman johnwoo johnwoo johnwoo action adventure mystery sciencefiction thriller
tt0316396,Peter Pan,fli liber fairi peterpan pirategang mermaid jeremysumpter jasonisaacs rachelhurd-wood p.j.hogan p.j.hogan p.j.hogan adventure fantasy family
tt0335013,The Company,balletdanc independentfilm ballet nevecampbell malcolmmcdowell jamesfranco robertaltman robertaltman robertaltman drama
tt0364930,Aileen: Life and Death of a Serial Killer,prison childhoodtrauma femalekil murder dysfunctionalfamili incest womandirector aileenwuornos nickbroomfield nickbroomfield nickbroomfield nickbroomfield documentary drama
tt0346094,Distant,muzafferözdemir emintoprak zuhalgencer nuribilgeceylan nuribilgeceylan nuribilgeceylan drama
tt0343135,Along Came Polly,beach honeymoon bride chanc risk relat longisland romanticcomedi comedi scubadiv unfaith losangel artgalleri danceclass oppositesattract caribbean commit danceclub neurot bagpip chanceencount benstiller jenniferaniston philipseymourhoffman johnhamburg johnhamburg johnhamburg comedy romance
tt0368913,Osama,independentfilm marinagolbahari arifherati zubaidasahar siddiqbarmak siddiqbarmak siddiqbarmak drama
tt0071577,The Great Gatsby,longisland crush wealth millionair robertredford miafarrow brucedern jackclayton jackclayton jackclayton drama romance
tt0104181,Wuthering Heights,costum drama reveng juliettebinoche ralphfiennes jeremynortham peterkosminsky peterkosminsky peterkosminsky drama romance
tt0053133,Odds Against Tomorrow,robberi explos hold-uprobberi explodingbuild suspens harrybelafonte robertryan shelleywinters robertwise robertwise robertwise crime drama
tt0060636,Lord Love a Duck,highschool teenag roddymcdowall tuesdayweld lolaalbright georgeaxelrod georgeaxelrod georgeaxelrod comedy drama
tt0101625,Once Upon a Crime,mysteri johncandy jimbelushi cybillshepherd eugenelevy eugenelevy eugenelevy crime comedy mystery
tt0109376,"Car 54, Where Are You?",polic basedontvseri davidjohansen johnc.mcginley frandrescher billfishman billfishman billfishman action comedy
tt0065911,Jane Eyre,susannahyork georgec.scott ianbannen delbertmann delbertmann delbertmann
tt0107750,Only the Strong,markdacascos geoffreylewis staceytravis sheldonlettich sheldonlettich sheldonlettich action
tt0098987,The Adventures of Ford Fairlane,rockandrol showbusi rockstar heavymet murder privatedetect andrewdiceclay waynenewton priscillapresley rennyharlin rennyharlin rennyharlin action comedy thriller crime mystery
tt0043503,The Enforcer,humphreybogart zeromostel teddecorsia raoulwalsh raoulwalsh raoulwalsh drama action crime
tt0042727,The Men,nurs warveteran wheelchair paralysi swimmingpool hospit doctor xenophobia marlonbrando teresawright everettsloane fredzinnemann fredzinnemann fredzinnemann drama
tt0093737,The Pick-up Artist,woman debt alcoholicfath mollyringwald robertdowneyjr. dennishopper jamestoback jamestoback jamestoback romance comedy crime drama
tt0323633,Melvin Goes to Dinner,independentfilm michaelblieden stephaniecourtney annabellegurwitch bobodenkirk bobodenkirk bobodenkirk comedy
tt0061758,Hells Angels on Wheels,jealousi hellsangel murder gang motorcycl violenc adamroarke jacknicholson sabrinascharf richardrush richardrush richardrush adventure drama action thriller crime
tt0050706,Mon oncle,pari fathersonrelationship cityportrait factorywork parentchildrelationship factori brother-in-law modern carcrash suburb dog housekeep jacquestati jean-pierrezola adrienneservantie jacquestati jacquestati jacquestati comedy
tt0054469,Where the Boys Are,basedonnovel springbreak doloreshart georgehamilton yvettemimieux henrylevin henrylevin henrylevin comedy drama romance
tt0033553,Dr. Jekyll and Mr. Hyde,doublelif classichorror jekyllandhyd spencertracy ingridbergman lanaturner victorfleming victorfleming victorfleming drama horror sciencefiction
tt0046487,Monsieur  Hulot's Holiday,holiday underdog hotel beach jazz tenni maskedbal pilot lonewolf brittani pipe train summer alcoholabus aerob jacquestati nathaliepascaud michelinerolla jacquestati jacquestati jacquestati comedy family
tt0038762,My Darling Clementine,gunsling marshal saloon wyattearp docholliday reveng rifl doublebarreledshotgun deathofgirlfriend henryfonda lindadarnell victormature johnford johnford johnford drama western
tt0043915,People Will Talk,romanticcomedi carygrant jeannecrain finlaycurrie josephl.mankiewicz josephl.mankiewicz josephl.mankiewicz comedy drama romance
tt0041498,I Was a Male War Bride,captain french love romanticcomedi american carygrant annsheridan marionmarshall howardhawks howardhawks howardhawks comedy romance war
tt0037382,To Have and Have Not,fish island nazi frenchresist singer alcohol hemingway expatri martiniqu sidekick filmnoir humphreybogart walterbrennan laurenbacall howardhawks howardhawks howardhawks war action adventure drama romance thriller
tt0033717,High Sierra,prison robberi shoot ontherun littledog idalupino humphreybogart alancurtis raoulwalsh raoulwalsh raoulwalsh adventure drama thriller crime
tt0039302,Dark Passage,sanfrancisco fireescap plasticsurgeri escapeeconvict escapefromprison suspens trolley hitchcockian filmnoir 1940s humphreybogart laurenbacall brucebennett delmerdaves delmerdaves delmerdaves crime drama romance thriller
tt0033149,They Drive by Night,hitchhik trucker filmnoir georgeraft annsheridan idalupino raoulwalsh raoulwalsh raoulwalsh crime drama thriller
tt0028346,Reefer Madness,drugdeal marijuana midnightmovi dorothyshort kennethcraig lillianmiles louisj.gasnier louisj.gasnier louisj.gasnier comedy drama
tt0042369,D.O.A.,poison jazzclub doctor scream sadist filmnoir edmondo'brien pamelabritton lutheradler rudolphmaté rudolphmaté rudolphmaté crime drama mystery
tt0104009,Cool World,sex seduct comicbook alternatedimens adultanim cartoonist liveactionandanim kimbasinger gabrielbyrne bradpitt ralphbakshi ralphbakshi ralphbakshi animation comedy fantasy
tt0047528,La Strada,circus prison inlovewithenemi author harleydavidson sad wave dyinganddeath appear rageandh unsoci singl reveng roadmovi anthonyquinn giuliettamasina richardbasehart federicofellini federicofellini federicofellini drama
tt0296042,Ichi the Killer,pain violenceagainstwomen japanesemafia dominatrix gore drug twin disembowel blade masochist anarchiccomedi tadanobuasano naoomori shinyatsukamoto takashimiike takashimiike takashimiike action comedy crime
tt0072730,A Boy and His Dog,telepathi decoy post-apocalypt dystopia impregn donjohnson susannebenton jasonrobards l.q.jones l.q.jones l.q.jones drama sciencefiction comedy
tt0052080,Ashes and Diamonds,postwarperiod polish zbigniewcybulski ewakrzyżewska waclawzastrzezynski andrzejwajda andrzejwajda andrzejwajda war drama
tt0006864,Intolerance: Love's Struggle Throughout the Ages,usa naiveti intoler mill marriag wed massacr protest silentfilm multiplestorylin lilliangish maemarsh robertharron d.w.griffith d.w.griffith d.w.griffith drama
tt0054393,Tormented,island lighthous richardcarlson lugenesanders julireding berti.gordon berti.gordon berti.gordon horror
tt0062803,Chitty Chitty Bang Bang,flyingcar fantasi dickvandyke sallyannhowes lioneljeffries kenhughes kenhughes kenhughes music adventure fantasy comedy family
tt0290879,The Legend of Suriyothai,queen thailand invas m.l.piyapasbhirombhakdi sarunyuwongkrachang chatchaiplengpanich chatrichalermyukol chatrichalermyukol chatrichalermyukol drama foreign history war
tt0066193,The Out of Towners,airport travel newyorkc jacklemmon sandydennis sandybaron arthurhiller arthurhiller arthurhiller comedy
tt0289879,The Butterfly Effect,amnesia chaostheori blackout timetravel flashback ashtonkutcher melorawalters amysmart ericbress ericbress ericbress sciencefiction thriller
tt0335559,Win a Date with Tad Hamilton!,celebr romanticcomedi malefemalerelationship moviestar joshduhamel katebosworth tophergrace robertluketic robertluketic robertluketic comedy romance
tt0379557,Touching the Void,wound mountain peru sport glacier climb rescu snow brendanmackey nicholasaaron richardhawking kevinmacdonald kevinmacdonald kevinmacdonald documentary action adventure
tt0315824,The Big Bounce,hotel robberi basedonnovel judg hawaii blackmail seduct yacht waterfal delinqu safe stolenmoney decept skinnydip cellphon doublecross beachhous elmoreleonard scheme owenwilson morganfreeman garysinise georgearmitage georgearmitage georgearmitage comedy crime
tt0314498,The Perfect Score,secret test school student hack chrisevans bryangreenberg scarlettjohansson brianrobbins brianrobbins brianrobbins comedy crime
tt0345551,Latter Days,gay comingout religion mormon stevesandvoss wesramsey jacquelinebisset c.jaycox c.jaycox c.jaycox drama comedy romance
tt0349825,Miracle,olympicgam sport icehockey milwaukeewisconsin aftercreditssting duringcreditssting kurtrussell patriciaclarkson noahemmerich gavino'connor gavino'connor gavino'connor drama history
tt0309987,The Dreamers,pari lovetriangl malenud femalenud sex hotel sexual cinephilia flat bath riot firsttim students'mov crush american twin apart incest michaelpitt evagreen louisgarrel bernardobertolucci bernardobertolucci bernardobertolucci drama romance
tt0307109,The Lost Skeleton of Cadavra,monster mutant skeleton alienlife-form scienc faymasterson andrewparks susanmcconnell larryblamire larryblamire larryblamire comedy horror sciencefiction
tt0069332,Super Fly,newyork blaxploit mobster drug dealer rono'neal carllee sheilafrazier gordonparksjr. gordonparksjr. gordonparksjr. action crime drama
tt0245943,Da Hip Hop Witch,eminem vanillaice pras daleresteghini daleresteghini daleresteghini horror comedy
tt0088213,Swing Shift,timeofwar goldiehawn kurtrussell christinelahti jonathandemme jonathandemme jonathandemme comedy drama romance
tt0328538,Thirteen,cheat dysfunctionalfamili teenangst underagedrink domesticviol makeov drugoverdos teacherstudentrelationship streetlif movietheat razorblad peerpressur shoestor overachiev womandirector evanrachelwood nikkireed vanessahudgens catherinehardwicke catherinehardwicke catherinehardwicke crime drama
tt0343660,50 First Dates,dejavu amnesia hawaii ladykil romanticcomedi adamsandler drewbarrymore robschneider petersegal petersegal petersegal comedy romance
tt0361925,Welcome to Mooseport,rayromano genehackman marciagayharden donaldpetrie donaldpetrie donaldpetrie comedy
tt0329388,Monsieur Ibrahim,pari fathersonrelationship prostitut robberi lovesick muslim dialogu jewri return istanbul lossoffath arabian restart homeland firsttim piggybank koran adopt dyinganddeath friendship grocer carcrash crush child omarsharif pierreboulanger gilbertmelki françoisdupeyron françoisdupeyron françoisdupeyron drama
tt0067927,Vanishing Point,sanfrancisco bet denver polic auto-tun barrynewman cleavonlittle deanjagger richardc.sarafian richardc.sarafian richardc.sarafian action thriller drama
tt0015400,The Thief of Bagdad,malenud treasur magic palac bagdad rope princess thief suitor disguis appl douglasfairbanks snitzedwards charlesbelcher raoulwalsh raoulwalsh raoulwalsh action adventure drama family fantasy
tt0052738,The Diary of Anne Frank,holocaust worldwarii diari biographi war jewish girl famili nazioccup millieperkins josephschildkraut shelleywinters georgestevens georgestevens georgestevens drama history
tt0090738,Black Widow,debrawinger theresarussell samifrey bobrafelson bobrafelson bobrafelson mystery thriller
tt0089153,Flesh + Blood,rape sex kidnap nuditi mercenari princ castl swordfight betray priest soldier fallinginlov battl mediev nobil blackdeath rutgerhauer jenniferjasonleigh tomburlinson paulverhoeven paulverhoeven paulverhoeven adventure drama
tt0089421,King Solomon's Mines,africa riddl treasur adventur treasurehunt disappear archaeologist archeology  allanquatermain richardchamberlain sharonstone herbertlom j.leethompson j.leethompson j.leethompson action adventure comedy
tt0016654,The Black Pirate,pirat douglasfairbanks billiedove andersrandolf albertparker albertparker albertparker adventure drama action
tt0031385,"Goodbye, Mr. Chips",worldwari teacher melodrama school boys'boardingschool headmast boys'school robertdonat greergarson terrykilburn samwood samwood samwood drama romance
tt0060420,"Follow Me, Boys!",fredmacmurray veramiles lilliangish normantokar normantokar normantokar drama family
tt0312329,Against the Ropes,biographi sport megryan tonyshalhoub joecortese charless.dutton charless.dutton charless.dutton romance drama
tt0361467,Confessions of a Teenage Drama Queen,rockstar highschool parti rivalri womandirector boy lindsaylohan adamgarcia glenneheadly sarasugarman sarasugarman sarasugarman comedy
tt0356150,EuroTrip,pari berlin alcohol sex nuditi adventur travel nudism marijuana teenag duringcreditssting scottmechlowicz jacobpitts michelletrachtenberg jeffschaffer jeffschaffer jeffschaffer comedy
tt0335345,The Passion of the Christ,christian jewri romanempir jesuschrist suffer apostl roman bibl mission tortur jimcaviezel maiamorgenstern monicabellucci melgibson melgibson melgibson drama
tt0331953,Club Dread,island machet beautifulwoman serialkil murderhunt kevinheffernan jaychandrasekhar paulsoter jaychandrasekhar jaychandrasekhar jaychandrasekhar comedy horror
tt0338096,Dirty Dancing: Havana Nights,danc cubanrevolut littleboy fallinginlov diegoluna romolagarai selaward guyferland guyferland guyferland drama romance
tt0301357,"Good bye, Lenin!",bureaucraci berlinwal policest coma lossofmoth wifehusbandrelationship patriot germandemocraticrepubl social newsbroadcast lossoffath singl   danielbrühl katrinsass chulpankhamatova wolfgangbecker wolfgangbecker wolfgangbecker comedy drama romance
tt0317648,Hidalgo,horserac hors racehors viggomortensen zuleikharobinson omarsharif joejohnston joejohnston joejohnston western adventure
tt0335438,Starsky & Hutch,inform benstiller owenwilson snoopdogg toddphillips toddphillips toddphillips comedy crime
tt0060827,Persona,nurs sex confess dream nuditi chase betray blood medic patient violenc psychiatri submerg institut bibiandersson livullmann margarethakrook ingmarbergman ingmarbergman ingmarbergman drama
tt0074554,The Front,fight friendship polit front filmindustri communism mccarthyism 1950s woodyallen michaelmurphy herschelbernardi martinritt martinritt martinritt comedy drama
tt0046187,Pickup on South Street,coldwar pickpocket classicnoir richardwidmark jeanpeters thelmaritter samuelfuller samuelfuller samuelfuller drama thriller
tt0089393,Just One of the Guys,adolesc sexism highschool crossdress teenag teencomedi womandirector joycehyser claytonrohner billyjayne lisagottlieb lisagottlieb lisagottlieb comedy romance
tt0210389,Wisconsin Death Trip,wisconsin ianholm jamesmarsh jamesmarsh jamesmarsh drama history
tt0265208,The Girl Next Door,pornactor pornographicvideo highschool schoolparti blond girlnextdoor emilehirsch elishacuthbert timothyolyphant lukegreenfield lukegreenfield lukegreenfield comedy
tt0363988,Secret Window,alcohol adulteri detect mississippi jealousi isol paranoia motel window nightmar letter ax notebook polic murder mysteri arson writer divorc johnnydepp johnturturro mariabello davidkoepp davidkoepp davidkoepp thriller mystery
tt0360009,Spartan,secretag polit dubai illegalprostitut valkilmer derekluke williamh.macy davidmamet davidmamet davidmamet mystery action drama thriller crime
tt0317842,Broken Wings,orlysilbersatzbanai mayamaron danielmagon nirbergman nirbergman nirbergman drama
tt0329767,Wilbur Wants to Kill Himself,lovetriangl suicid brotherbrotherrelationship bookshop glasgow ironi depress optim suicideattempt cleaningladi deadwish dyinganddeath unsoci singl cancer hospit psychiatrist womandirector jamiesives adrianrawlins shirleyhenderson lonescherfig lonescherfig lonescherfig comedy drama romance
tt0107473,Mad Dog and Glory,fistfight polic life-sav cop sing citi robertdeniro umathurman billmurray johnmcnaughton johnmcnaughton johnmcnaughton comedy crime romance drama
tt0118172,The Wind in the Willows,terryjones stevecoogan ericidle terryjones terryjones terryjones fantasy drama comedy family adventure
tt0050839,Peyton Place,smalltown scandal newengland lanaturner dianevarsi hopelange markrobson markrobson markrobson drama romance
tt0318049,Searching for Debra Winger,womandirector patriciaarquette rosannaarquette emmanuellebéart rosannaarquette rosannaarquette rosannaarquette
